TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
POSI3;7,73;4,40;5,29;0,83;0,26;20,12;10,02;4,32;2,28;4,44;2,10;0,76;0,23;0,71;-1,70;1,74;15,63;4,86;17,19;0,31;0,69;1,13;14,02;87,96;20.746.527,50;9,36;1,46;-0,16;1.127.310.000,00
POWE3;10,90;;23,92;0,99;0,38;6,82;3,52;2,59;17,55;10,60;-6,96;-0,39;0,62;6,57;-0,74;1,13;4,13;1,58;3,81;0,38;0,62;0,61;;;5.388.846,38;11,02;0,46;-1,77;977.237.930,40
PPAR3;14,60;;0,62;0,03;0,02;;;;0,77;-2,09;-2,86;-0,09;;0,26;-0,02;110,26;4,08;2,97;3,18;0,73;0,27;0,00;;3,62;;578,14;23,58;0,00;1.080.400,00
PPLA11;4,74;;4.447,17;1.334,15;5,99;;;;4.447,17;4.447,17;;;;1.334,15;;1,00;30,00;0,13;;0,00;1,00;0,00;;-87,74;3.143,25;0,00;0,00;-43,58;13.341.516,84
PRIO3;33,19;;8,66;3,17;1,47;65,73;58,63;47,17;6,97;7,01;-0,03;-0,01;4,09;3,02;-3,33;7,82;36,60;16,97;20,56;0,46;0,54;0,36;61,68;69,51;492.707.157,39;10,47;3,83;0,04;29.577.480.361,35
PRNR3;6,15;1,52;6,20;0,93;0,40;23,20;12,32;5,61;2,83;3,31;0,40;0,13;0,35;1,58;-0,98;1,74;14,99;6,45;16,61;0,43;0,51;1,15;16,24;43,81;1.268.865,29;6,61;0,99;0,11;245.900.184,24
PSSA3;22,22;5,21;12,92;1,53;0,31;100,00;1,63;4,27;33,78;12,40;-22,12;-1,00;0,55;5,28;-0,87;1,10;11,82;2,42;2,89;0,20;0,80;0,57;5,64;3,96;53.454.505,89;14,55;1,72;-0,60;14.683.969.422,60
PTBL3;7,71;4,32;5,47;2,40;0,49;44,43;15,57;8,99;3,16;4,84;1,57;1,19;0,49;4,57;-0,91;1,30;43,87;8,96;23,57;0,20;0,80;1,00;13,47;147,88;15.651.036,00;3,22;1,41;3,83;1.127.895.088,00
PTCA11;0,00;;0,00;0,00;0,00;42,90;9,98;6,74;0,00;2,17;2,17;0,67;0,00;0,00;0,00;1,75;20,84;7,31;12,92;0,35;0,65;1,09;25,03;31,25;;20,26;4,22;0,00;0,00
PTCA3;0,00;;0,00;0,00;0,00;42,90;9,98;6,74;0,00;2,17;2,17;0,67;0,00;0,00;0,00;1,75;20,84;7,31;12,92;0,35;0,65;1,09;25,03;31,25;;20,26;4,22;0,00;0,00
PTNT3;10,25;3,11;7,06;1,19;0,60;16,09;11,14;8,02;5,08;5,26;1,55;0,36;0,57;3,01;-1,29;1,60;16,85;8,56;11,18;0,51;0,49;1,07;11,78;23,11;17.483,70;8,62;1,45;0,17;359.553.811,40
PTNT4;5,97;5,34;4,11;0,69;0,35;16,09;11,14;8,02;2,96;5,26;1,55;0,36;0,33;1,75;-0,75;1,60;16,85;8,56;11,18;0,51;0,49;1,07;11,78;23,11;87.783,25;8,62;1,45;0,10;359.553.811,40
QUAL3;5,19;4,92;6,60;1,02;0,31;79,88;26,74;11,05;2,73;5,65;2,86;1,07;0,73;2,23;-0,45;1,88;15,43;4,76;11,29;0,31;0,69;0,43;1,31;-11,22;36.500.925,64;5,10;0,79;-0,16;1.505.275.922,50
QUSW3;0,00;;0,00;0,00;0,00;29,90;12,51;4,11;0,00;2,01;2,01;0,83;0,00;0,00;0,00;1,51;13,62;3,81;16,95;0,28;0,72;0,93;16,77;80,82;;71,70;9,77;0,00;0,00
QVQP3B;0,00;;0,00;0,00;0,00;;;;0,00;0,92;0,92;-0,97;;0,00;;;-98,40;-98,40;-105,60;1,00;0,00;0,00;;;;0,00;0,00;0,00;0,00
RADL3;23,24;1,10;43,56;7,60;2,32;30,40;6,04;3,18;22,94;24,40;1,13;0,37;1,39;12,18;-5,24;1,52;17,44;5,33;20,49;0,31;0,69;1,68;16,47;14,50;197.400.375,36;3,06;0,53;2,35;38.935.990.100,00
RAIL3;17,34;0,11;-289,93;2,13;0,71;29,59;22,83;-1,21;15,42;20,74;4,89;0,68;3,52;7,00;-0,91;1,83;-0,74;-0,24;6,35;0,33;0,66;0,20;11,53;;254.678.197,25;8,12;-0,06;2,40;33.059.651.243,53
RAIZ4;3,31;5,15;26,21;1,54;0,34;4,82;1,90;0,55;7,55;13,01;5,39;1,10;0,14;5,17;-0,64;1,16;5,87;1,30;8,04;0,22;0,78;2,39;;;59.876.346,36;2,15;0,13;-0,59;34.577.381.676,56
RANI3;8,57;7,46;5,94;1,94;0,78;46,29;33,21;21,01;3,76;4,93;1,16;0,60;1,25;6,75;-1,13;1,60;32,67;13,14;19,48;0,40;0,60;0,63;15,63;;10.174.745,71;4,42;1,44;0,15;2.118.690.143,40
RANI4;5,50;;3,81;1,24;0,50;46,29;33,21;21,01;2,41;4,93;1,16;0,60;0,80;4,33;-0,72;1,60;32,67;13,14;19,48;0,40;0,60;0,63;15,63;;;4,42;1,44;0,10;2.118.690.143,40
RAPT3;7,90;9,17;4,86;0,94;0,22;24,24;11,03;4,94;2,17;4,58;2,30;0,99;0,24;0,66;-0,60;2,04;19,32;4,47;11,00;0,23;0,68;0,91;28,12;;68.137,14;8,42;1,63;-0,10;2.731.730.524,84
RAPT4;8,36;8,67;5,14;0,99;0,23;24,24;11,03;4,94;2,30;4,58;2,30;0,99;0,25;0,70;-0,64;2,04;19,32;4,47;11,00;0,23;0,68;0,91;28,12;;16.128.786,68;8,42;1,63;-0,11;2.731.730.524,84
RCSL3;2,13;;-26,08;-2,12;1,26;11,35;0,66;-4,40;172,55;97,68;-1,36;;1,15;23,70;-2,29;1,13;-8,13;-4,81;-1,03;-0,59;1,60;1,10;;;211.565,71;-1,00;-0,08;-0,07;46.351.109,76
RCSL4;0,73;;-8,94;-0,73;0,43;11,35;0,66;-4,40;59,14;97,68;-1,36;;0,39;8,12;-0,78;1,13;-8,13;-4,81;-1,03;-0,59;1,60;1,10;;;262.196,50;-1,00;-0,08;-0,02;46.351.109,76
RDNI3;6,51;0,88;16,53;0,45;0,13;24,18;5,81;2,61;7,43;22,09;14,23;0,86;0,43;1,35;-0,20;1,43;2,70;0,80;1,62;0,29;0,69;0,31;4,17;;125.154,39;14,60;0,39;-1,56;301.573.977,12
RDOR3;25,43;1,65;37,27;3,75;0,91;22,54;17,63;6,13;12,96;17,38;4,00;1,16;2,29;3,36;-1,59;2,76;10,06;2,44;8,46;0,24;0,74;0,40;;;169.054.747,21;6,78;0,68;-7,12;52.792.241.490,30
RECV3;27,43;2,84;9,84;2,19;1,23;48,02;42,04;32,88;7,69;6,68;-1,17;-0,33;3,23;7,36;-1,96;1,82;22,25;12,51;18,49;0,56;0,44;0,38;;;80.214.890,11;12,53;2,79;0,02;8.200.480.362,66
REDE3;5,55;9,41;7,64;2,79;0,46;27,92;22,36;9,67;3,31;5,77;2,43;2,05;0,74;5,44;-0,65;1,41;36,48;6,02;17,63;0,17;0,76;0,62;15,06;57,19;14.682,96;1,99;0,73;2,67;11.817.810.894,40
RENT3;51,21;2,11;27,38;2,48;0,78;40,31;28,05;12,67;12,36;18,52;5,67;1,14;3,47;60,28;-1,02;1,06;9,06;2,87;6,78;0,32;0,68;0,23;19,68;35,08;607.936.662,11;20,66;1,87;-3,38;52.406.467.122,75
RLOG3;23,08;;82,76;4,26;0,23;34,71;29,67;1,85;5,17;12,09;6,92;5,71;1,53;1,49;-0,31;2,64;5,15;0,28;5,46;0,05;0,71;0,15;50,58;4,37;;5,41;0,28;-2,42;10.691.215.482,28
RNEW11;5,89;;2,56;-0,78;0,24;30,94;294,00;108,40;0,94;2,66;1,73;;2,78;-10,98;-0,28;0,87;-30,60;9,41;133,40;-0,31;1,31;0,09;-27,95;;56.184,57;-7,51;2,30;0,04;471.205.149,78
RNEW3;1,95;;2,55;-0,78;0,24;30,94;294,00;108,40;0,94;2,66;1,73;;2,76;-10,91;-0,28;0,87;-30,60;9,41;133,40;-0,31;1,31;0,09;-27,95;;61.666,04;-2,50;0,77;0,04;471.205.149,78
RNEW4;1,93;;2,52;-0,77;0,24;30,94;294,00;108,40;0,93;2,66;1,73;;2,73;-10,79;-0,28;0,87;-30,60;9,41;133,40;-0,31;1,31;0,09;-27,95;;132.251,36;-2,50;0,77;0,04;471.205.149,78
ROMI3;13,56;6,11;5,99;1,08;0,50;31,31;14,74;12,19;4,95;7,14;2,09;0,45;0,73;1,79;-1,28;1,86;17,96;8,39;10,62;0,47;0,53;0,69;18,71;;9.528.695,96;12,61;2,26;-0,27;1.114.822.279,48
RPAD3;7,40;0,01;9,95;0,58;0,58;;;;10,98;9,32;-1,15;-0,06;;10,04;-0,62;14,72;5,87;5,85;5,26;1,00;0,00;0,00;;4,39;6.540,63;12,66;0,74;0,04;597.645.812,85
RPAD5;6,90;8,18;9,28;0,55;0,54;;;;10,24;9,32;-1,15;-0,06;;9,37;-0,58;14,72;5,87;5,85;5,26;1,00;0,00;0,00;;4,39;5.739,86;12,66;0,74;0,04;597.645.812,85
RPAD6;6,65;0,01;8,94;0,53;0,52;;;;9,86;9,32;-1,15;-0,06;;9,03;-0,56;14,72;5,87;5,85;5,26;1,00;0,00;0,00;;4,39;9.043,33;12,66;0,74;0,04;597.645.812,85
RPMG3;1,59;;-0,12;-0,03;0,02;-11,88;-18,63;-19,13;-0,12;-0,37;-0,25;;0,02;-0,03;-0,34;0,57;-23,61;-18,05;24,39;-0,76;1,77;0,94;25,45;;13.399,50;-56,95;-13,45;0,00;107.629.690,11
RRRP3;32,34;;30,22;1,52;0,82;55,99;33,03;14,23;13,02;12,66;-0,56;-0,07;4,30;7,65;-1,06;1,88;5,03;2,70;6,22;0,54;0,46;0,19;;;179.027.074,75;21,27;1,07;-0,15;6.667.366.958,56
RSID3;2,44;;-0,23;-0,05;0,06;-379,56;-2.065,15;-1.596,18;-0,18;-2,37;-2,19;;3,68;-0,04;-0,11;0,27;-23,17;-24,53;91,82;-1,06;2,06;0,02;-35,64;;240.838,86;-45,70;-10,59;0,00;48.800.000,00
RSUL3;0,00;;0,00;0,00;0,00;36,23;24,28;16,08;0,00;1,76;-0,19;-0,14;0,00;0,00;0,00;1,87;49,79;18,60;52,01;0,37;0,63;1,16;24,27;;;20,90;10,41;0,00;182.525.258,98
RSUL4;74,66;2,67;7,17;3,57;1,33;36,23;24,28;16,08;4,75;1,76;-0,19;-0,14;1,15;5,33;-2,89;1,87;49,79;18,60;52,01;0,37;0,63;1,16;24,27;;133.381,22;20,90;10,41;0,28;182.525.258,98
SANB11;26,65;8,41;6,89;0,93;0,10;25,83;14,67;12,09;5,68;5,74;;;0,83;;-0,10;;13,45;1,49;;0,11;0,89;0,12;0,22;14,60;65.770.910,54;28,75;3,87;-0,64;100.930.227.946,46
SANB3;12,64;8,45;6,54;0,88;0,10;25,83;14,67;12,09;5,39;5,74;;;0,79;;-0,10;;13,45;1,49;;0,11;0,89;0,12;0,22;14,60;3.976.168,61;14,38;1,93;-0,61;100.930.227.946,46
SANB4;14,07;8,35;7,28;0,98;0,11;25,83;14,67;12,09;6,00;5,74;;;0,88;;-0,11;;13,45;1,49;;0,11;0,89;0,12;0,22;14,60;4.741.977,86;14,38;1,93;-0,68;100.930.227.946,46
SAPR11;17,40;6,67;4,64;0,63;0,33;57,67;31,66;20,29;2,98;5,11;2,08;0,44;0,94;5,83;-0,38;1,60;13,47;7,01;10,32;0,52;0,48;0,35;8,40;12,56;28.039.106,46;27,82;3,75;-11,90;5.346.645.126,22
SAPR3;3,31;6,50;4,42;0,59;0,31;57,67;31,66;20,29;2,83;5,11;2,08;0,44;0,90;5,55;-0,36;1,60;13,47;7,01;10,32;0,52;0,48;0,35;8,40;12,56;1.846.391,71;5,56;0,75;-11,32;5.346.645.126,22
SAPR4;3,57;6,63;4,76;0,64;0,33;57,67;31,66;20,29;3,05;5,11;2,08;0,44;0,97;5,98;-0,39;1,60;13,47;7,01;10,32;0,52;0,48;0,35;8,40;12,56;10.995.006,29;5,56;0,75;-12,20;5.346.645.126,22
SBFG3;11,91;0,99;8,22;1,25;0,38;47,08;6,61;5,92;7,37;13,58;5,97;1,02;0,49;1,85;-0,72;1,77;15,23;4,64;4,20;0,30;0,70;0,78;22,57;;34.234.224,39;9,51;1,45;0,14;2.993.796.536,02
SBSP3;54,66;1,72;12,26;1,37;0,67;34,96;20,93;14,38;8,43;12,13;3,46;0,56;1,76;16,23;-0,76;1,48;11,14;5,44;6,97;0,49;0,51;0,38;6,69;0,67;245.659.481,96;40,02;4,46;0,66;38.426.924.835,18
SCAR3;21,85;0,66;-19,25;0,84;0,34;77,38;47,10;-21,64;8,84;21,74;12,75;1,21;4,17;3,95;-0,40;2,25;-4,36;-1,77;3,38;0,41;0,59;0,08;-8,54;;112.778,42;26,05;-1,14;0,08;1.281.768.481,80
SEDU3;23,80;;-13,36;15,00;1,53;48,36;-15,73;-25,77;-21,89;-27,94;-6,05;4,15;3,44;57,90;-2,27;1,09;-112,29;-11,46;-13,15;0,10;0,90;0,44;12,49;;;1,59;-1,78;0,01;6.238.667.820,00
SEER3;4,81;;-6,64;0,45;0,18;51,25;5,91;-5,74;6,44;11,66;5,01;0,35;0,38;2,61;-0,23;1,44;-6,84;-2,68;4,34;0,39;0,61;0,47;4,57;;5.092.766,39;10,60;-0,72;0,04;638.458.937,60
SEQL3;3,25;;-6,59;0,85;0,23;18,55;4,44;-3,74;5,55;13,61;7,79;1,19;0,25;-90,21;-0,34;0,99;-12,87;-3,53;6,43;0,27;0,73;0,94;;;17.470.736,71;3,83;-0,49;0,00;478.381.009,26
SGPS3;1,73;;-0,28;0,10;0,03;30,73;0,83;-19,53;6,52;66,09;59,38;0,87;0,05;0,30;-0,05;1,28;-34,43;-10,30;0,39;0,30;0,70;0,53;-5,73;;198.621,04;18,20;-6,26;0,00;89.000.000,00
SHOW3;2,29;;-9,84;1,09;0,25;28,24;7,59;-5,17;6,71;2,05;-4,90;-0,80;0,51;2,08;-0,76;1,23;-11,07;-2,58;7,75;0,23;0,76;0,50;-47,60;;913.208,96;2,10;-0,23;0,12;159.767.930,73
SHUL3;111,89;0,12;159,73;38,39;17,29;25,25;17,48;12,53;114,47;52,71;1,03;0,35;20,01;41,13;-49,33;2,84;24,03;10,83;17,77;0,45;0,55;0,86;24,09;52,20;;2,91;0,70;6,34;18.050.892.479,48
SHUL4;4,51;3,31;6,44;1,55;0,70;25,25;17,48;12,53;4,61;52,71;1,03;0,35;0,81;1,66;-1,99;2,84;24,03;10,83;17,77;0,45;0,55;0,86;24,09;52,20;2.549.606,14;2,91;0,70;0,26;18.050.892.479,48
SIMH3;6,27;9,90;9,97;1,90;0,09;32,54;23,00;2,50;1,08;6,39;5,27;9,22;0,25;0,39;-0,15;2,40;19,03;0,89;9,46;0,05;0,91;0,36;16,28;;39.420.679,21;3,30;0,63;-0,42;5.449.651.408,50
SLCE3;43,79;5,54;6,97;1,94;0,62;33,97;28,00;14,52;3,61;4,80;1,17;0,63;1,01;3,23;-1,16;1,68;27,88;8,84;21,67;0,32;0,66;0,61;30,68;113,71;58.349.728,07;22,54;6,28;0,28;9.342.345.904,02
SLED3;8,00;;0,50;-0,21;0,56;43,87;290,32;184,23;0,32;0,46;0,32;;0,93;-0,73;-0,80;0,27;-41,73;111,56;-85,85;-2,67;3,67;0,61;-44,82;;6.711,94;-37,97;15,84;0,00;33.070.904,89
SLED4;3,09;;0,20;-0,08;0,22;43,87;290,32;184,23;0,12;0,46;0,32;;0,36;-0,28;-0,31;0,27;-41,73;111,56;-85,85;-2,67;3,67;0,61;-44,82;;10.512,15;-37,97;15,84;0,00;33.070.904,89
SMFT3;13,23;;-28,13;1,87;0,70;26,56;2,24;-10,51;131,94;140,83;6,19;0,09;2,96;4,46;-0,99;2,14;-6,65;-2,48;0,77;0,37;0,62;0,24;21,63;;23.579.001,18;7,08;-0,47;0,50;7.914.270.901,50
SMLS3;22,40;;10,78;4,09;1,02;85,18;41,42;39,07;10,17;9,93;-0,24;-0,10;4,21;18,78;-2,54;1,10;37,96;9,43;24,47;0,25;0,75;0,24;;;;5,47;2,08;-0,33;2.781.160.547,20
SMTO3;25,12;2,90;6,56;1,63;0,49;38,37;38,94;21,55;3,63;6,67;3,03;1,36;1,41;3,22;-0,73;1,87;24,88;7,51;14,39;0,30;0,70;0,35;16,99;36,73;50.632.911,68;15,40;3,83;0,21;8.910.465.150,93
SNSY3;5,77;;-0,26;-0,03;0,10;17,38;-2,53;-20,78;-2,15;-9,84;-5,85;;0,05;-1,03;-0,23;0,86;-10,62;-36,90;1,41;-3,48;4,51;1,78;16,09;;14.660,62;-208,35;-22,12;0,00;82.765.736,80
SNSY5;2,99;;-0,14;-0,01;0,05;17,38;-2,53;-20,78;-1,11;-9,84;-5,85;;0,03;-0,53;-0,12;0,86;-10,62;-36,90;1,41;-3,48;4,51;1,78;16,09;;9.444,00;-208,35;-22,12;0,00;82.765.736,80
SNSY6;13,33;;-0,60;-0,06;0,22;17,38;-2,53;-20,78;-4,96;-9,84;-5,85;;0,13;-2,38;-0,54;0,86;-10,62;-36,90;1,41;-3,48;4,51;1,78;16,09;;;-208,35;-22,12;-0,01;82.765.736,80
SOJA3;9,39;1,16;9,34;1,50;0,66;10,12;8,27;7,93;8,96;9,62;0,52;0,09;0,74;2,53;-2,26;1,58;16,08;7,03;9,42;0,44;0,52;0,89;;;3.163.322,07;6,25;1,01;-0,71;1.116.347.306,78
SOMA3;9,53;0,95;24,31;1,01;0,72;55,80;7,85;6,50;20,14;23,48;2,60;0,13;1,58;4,87;-1,02;1,98;4,15;2,96;3,62;0,71;0,29;0,45;;;100.477.507,54;9,45;0,39;5,53;7.753.304.045,24
SOND3;46,01;13,11;6,90;1,95;1,25;38,27;15,46;13,58;6,06;3,19;-1,60;-0,52;0,94;3,97;-2,91;2,21;28,31;18,06;18,11;0,64;0,36;1,33;-0,97;;;23,56;6,67;0,04;89.379.859,00
SOND5;31,21;21,26;4,68;1,32;0,85;38,27;15,46;13,58;4,11;3,19;-1,60;-0,52;0,64;2,69;-1,98;2,21;28,31;18,06;18,11;0,64;0,36;1,33;-0,97;;6.140,00;23,56;6,67;0,03;89.379.859,00
SOND6;32,35;20,51;4,85;1,37;0,88;38,27;15,46;13,58;4,26;3,19;-1,60;-0,52;0,66;2,79;-2,05;2,21;28,31;18,06;18,11;0,64;0,36;1,33;-0,97;;3.235,00;23,56;6,67;0,03;89.379.859,00
SPRT3B;76,40;;-246,67;-93,02;32.019,68;;;;-283,23;-283,23;0,00;;;-92,75;-32.307,24;0,00;-37,71;-12.980,73;32,84;-344,22;345,22;0,00;;;;-0,82;-0,31;-2,63;370.531.748,80
SQIA3;14,48;0,46;44,88;1,63;0,84;40,94;10,31;5,12;22,27;25,41;2,57;0,19;2,30;31.834,99;-1,01;1,00;3,62;1,87;4,12;0,52;0,48;0,37;33,05;27,93;14.653.449,71;8,91;0,32;0,31;1.305.938.284,20
STBP3;6,43;14,06;13,22;2,60;1,12;43,91;28,52;22,04;10,21;9,66;-0,79;-0,20;2,91;10,71;-1,42;1,99;19,64;8,47;15,41;0,43;0,57;0,38;13,09;;36.135.881,71;2,48;0,49;0,09;5.682.832.831,48
STKF3;0,00;;0,00;0,00;0,00;46,97;33,03;25,63;0,00;2,03;2,03;0,17;0,00;0,00;0,00;2,61;6,46;4,18;4,48;0,65;0,35;0,16;15,48;;;6,84;0,44;0,00;0,00
STTR3;0,00;;0,00;0,00;0,00;31,37;17,25;14,11;0,00;-0,22;-0,22;-0,09;0,00;0,00;0,00;2,46;32,10;17,86;25,38;0,56;0,44;1,27;22,02;;;2,91;0,94;0,00;0,00
SULA11;18,91;1,19;44,39;0,96;0,27;4,25;-3,34;0,83;-10,98;8,15;19,47;-1,71;0,37;0,72;-0,77;2,29;2,17;0,60;-8,72;0,28;0,72;0,73;4,58;-23,56;75.183.472,71;19,64;0,43;-0,80;8.295.452.872,93
SULA3;6,32;1,19;44,50;0,97;0,27;4,25;-3,34;0,83;-11,01;8,15;19,47;-1,71;0,37;0,72;-0,77;2,29;2,17;0,60;-8,72;0,28;0,72;0,73;4,58;-23,56;39.023,21;6,55;0,14;-0,80;8.295.452.872,93
SULA4;6,30;1,19;44,36;0,96;0,27;4,25;-3,34;0,83;-10,98;8,15;19,47;-1,71;0,37;0,72;-0,77;2,29;2,17;0,60;-8,72;0,28;0,72;0,73;4,58;-23,56;69.170,75;6,55;0,14;-0,80;8.295.452.872,93
SUZB3;54,68;2,44;4,08;2,66;0,58;49,45;41,93;38,86;3,78;6,72;2,96;2,08;1,59;3,19;-0,81;2,81;65,24;14,18;15,82;0,22;0,78;0,36;32,90;60,88;378.820.561,32;20,53;13,40;0,08;74.052.738.969,60
SYNE3;4,24;205,50;0,53;0,42;0,15;69,60;67,81;53,26;0,41;0,82;0,39;0,40;0,28;1,05;-0,19;6,61;79,34;29,28;39,56;0,37;0,36;0,55;40,50;;1.576.778,25;10,16;8,06;0,00;664.003.335,75
TAEE11;34,59;14,03;6,44;1,71;0,67;84,89;102,94;65,49;4,10;6,53;2,38;0,99;4,22;4,50;-0,84;3,71;26,61;10,36;17,16;0,39;0,61;0,16;20,07;16,49;114.079.378,04;20,18;5,37;-0,22;12.081.576.668,49
TAEE3;11,53;14,03;6,44;1,71;0,67;84,89;102,94;65,49;4,10;6,53;2,38;0,99;4,22;4,50;-0,84;3,71;26,61;10,36;17,16;0,39;0,61;0,16;20,07;16,49;2.761.867,54;6,73;1,79;-0,22;12.081.576.668,49
TAEE4;11,56;14,00;6,46;1,72;0,67;84,89;102,94;65,49;4,11;6,53;2,38;0,99;4,23;4,52;-0,84;3,71;26,61;10,36;17,16;0,39;0,61;0,16;20,07;16,49;4.952.753,39;6,73;1,79;-0,22;12.081.576.668,49
TASA3;13,50;12,03;2,82;1,57;0,73;47,87;32,76;21,93;1,89;2,15;0,26;0,22;0,62;3,07;-2,22;1,55;55,91;25,88;38,00;0,46;0,54;1,18;26,98;;540.811,46;8,57;4,79;-0,20;1.708.724.753,25
TASA4;13,41;12,11;2,80;1,56;0,72;47,87;32,76;21,93;1,87;2,15;0,26;0,22;0,61;3,05;-2,20;1,55;55,91;25,88;38,00;0,46;0,54;1,18;26,98;;10.980.793,57;8,57;4,79;-0,19;1.708.724.753,25
TCNO3;1,20;;-7,52;-8,40;0,03;;;;-6,81;-34,51;-28,98;;;-0,08;-0,04;0,28;-111,63;-0,45;-3,55;0,00;1,00;0,00;;;4.272,71;-0,14;-0,16;-0,28;6.451.072,50
TCNO4;0,85;;-5,33;-5,95;0,02;;;;-4,82;-34,51;-28,98;;;-0,06;-0,03;0,28;-111,63;-0,45;-3,55;0,00;1,00;0,00;;;12.175,76;-0,14;-0,16;-0,20;6.451.072,50
TCSA3;2,65;;-2,65;0,34;0,13;8,42;-24,28;-40,28;-4,39;-14,51;-9,95;0,77;1,07;0,36;-0,26;3,12;-12,81;-4,77;-4,10;0,37;0,57;0,12;-15,57;;723.726,29;7,82;-1,00;0,05;202.452.882,50
TECN3;2,05;3,95;4,21;0,45;0,24;53,19;16,71;10,23;2,58;3,22;0,58;0,10;0,43;0,49;-0,69;4,28;10,58;5,74;11,98;0,54;0,46;0,56;-2,72;;921.209,07;4,60;0,49;0,02;156.463.051,50
TEKA3;8,23;;-0,04;0,00;0,00;19,45;6,80;-39,90;0,24;34,31;33,71;;0,02;0,00;0,00;0,04;-5,61;-9,53;-1,22;-1,70;2,70;0,24;7,53;;816,00;-3.661,67;-205,31;0,00;10.668.088,45
TEKA4;27,70;;-0,13;-0,01;0,01;19,45;6,80;-39,90;0,79;34,31;33,71;;0,05;-0,01;-0,01;0,04;-5,61;-9,53;-1,22;-1,70;2,70;0,24;7,53;;84.032,96;-3.661,67;-205,31;0,01;10.668.088,45
TELB3;16,07;;-7,19;0,66;0,27;-54,22;-17,16;-44,11;-18,48;-0,07;16,26;-0,58;3,17;0,90;-0,44;4,98;-9,15;-3,78;-3,22;0,41;0,59;0,09;38,50;;13.204,90;24,42;-2,24;-1,29;964.127.262,17
TELB4;9,20;;-4,12;0,38;0,16;-54,22;-17,16;-44,11;-10,58;-0,07;16,26;-0,58;1,82;0,52;-0,25;4,98;-9,15;-3,78;-3,22;0,41;0,59;0,09;38,50;;30.504,04;24,42;-2,24;-0,74;964.127.262,17
TEND3;4,18;;-0,83;0,52;0,10;6,16;-20,31;-22,88;-0,93;-2,69;-1,72;0,95;0,19;0,93;-0,18;1,34;-62,35;-12,29;-21,73;0,20;0,80;0,54;19,26;;19.784.247,21;8,09;-5,04;0,00;452.854.027,64
TESA3;48,00;;-13,30;1,62;0,52;15,86;9,39;-7,58;10,73;17,39;6,66;1,01;1,01;-11,10;-0,74;0,86;-12,18;-3,94;3,93;0,32;0,68;0,52;7,32;;;29,64;-3,61;0,83;1.389.696.672,00
TFCO4;9,55;1,33;93,65;28,51;17,53;58,17;23,00;18,14;73,83;13,06;0,29;0,11;16,98;34,85;-63,61;3,27;30,45;18,72;24,51;0,61;0,39;1,03;;;2.332.508,11;0,33;0,10;1,74;1.568.430.774,73
TGMA3;19,80;5,67;9,90;1,77;1,26;19,84;13,78;10,43;7,49;7,69;-0,05;-0,01;1,03;4,72;-2,43;2,26;17,93;12,75;15,43;0,71;0,29;1,22;1,74;57,03;7.009.720,93;11,16;2,00;0,43;1.350.419.640,90
TIET11;12,54;;4,38;2,25;0,46;74,66;61,76;49,46;3,51;7,15;3,64;2,34;2,16;1.031,49;-0,52;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;;5,57;2,87;0,02;5.004.795.800,93
TIET3;3,49;;6,09;3,13;0,64;74,66;61,76;49,46;4,88;7,15;3,64;2,34;3,01;1.435,37;-0,72;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;;1,11;0,57;0,03;5.004.795.800,93
TIET4;3,51;;6,13;3,15;0,64;74,66;61,76;49,46;4,91;7,15;3,64;2,34;3,03;1.443,59;-0,72;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;;1,11;0,57;0,03;5.004.795.800,93
TIMS3;12,55;4,96;14,14;1,20;0,56;51,49;19,18;10,47;7,72;11,13;3,31;0,51;1,48;-30,83;-0,67;0,90;8,49;3,93;8,13;0,46;0,54;0,37;2,95;23,41;105.628.206,14;10,45;0,89;-0,51;30.768.423.898,58
TKNO3;69,63;13,78;3,93;0,78;0,55;23,15;17,23;15,95;3,64;2,84;-0,69;-0,15;0,63;1,59;-1,37;2,35;19,71;13,93;17,63;0,71;0,29;0,87;23,01;;;89,78;17,70;-0,35;198.955.927,63
TKNO4;65,00;14,76;3,67;0,72;0,51;23,15;17,23;15,95;3,40;2,84;-0,69;-0,15;0,59;1,48;-1,28;2,35;19,71;13,93;17,63;0,71;0,29;0,87;23,01;;12.730,75;89,78;17,70;-0,33;198.955.927,63
TOTS3;26,69;0,86;34,98;3,71;1,55;67,48;16,13;12,42;26,93;25,91;-1,35;-0,19;4,35;5,37;-3,81;1,96;10,60;4,44;7,23;0,42;0,56;0,36;8,34;25,27;160.594.539,57;7,20;0,76;0,95;16.670.117.718,81
